square_footage,bedrooms,bathrooms,price_thousands
1093,1,1.0,182
1108,2,1.5,339
1334,2,2.5,374
1255,3,2.2,585
1383,3,2.8,438
1222,3,3.2,283
2064,4,3.5,469
1356,3,3.2,345
2080,6,5.0,530
2047,6,5.0,677
937,1,1.2,295
1842,3,2.2,471
1157,1,1.0,310
1596,2,2.0,354
2123,5,4.8,694
1389,3,2.8,437
2097,6,4.5,635
1363,2,1.5,226
1770,2,1.5,432
1453,2,2.0,291
2593,1,1.8,273
2084,4,3.0,483
1456,2,2.5,403
1563,2,1.5,244
1689,2,1.5,585
1495,2,2.0,409
1021,1,1.8,274
1541,3,2.8,443
1763,3,3.2,525
1327,2,2.5,425
1152,2,2.5,298
2046,4,3.0,750
3559,1,1.8,719
1592,2,1.5,395
760,1,1.2,140
1738,3,2.8,402
1719,3,2.8,490
1496,2,2.5,264
913,2,2.5,219
1165,1,1.8,289
2043,6,4.5,655
1352,3,2.8,605
2123,5,4.8,591
1974,2,2.5,461
1626,2,2.0,276
1723,2,1.5,415
1103,1,1.0,201
1890,3,2.2,579
1054,1,1.0,205
1262,2,1.5,203
1865,3,2.2,443
1222,2,2.0,293
1408,2,2.5,271
1978,2,2.0,298
2129,4,4.0,709
1541,2,2.0,262
1167,2,2.5,354
1613,2,2.0,354
1583,3,2.2,422
1455,2,2.0,556
1585,3,2.8,327
1628,2,2.0,350
3495,5,4.2,718
1491,2,1.5,341
1337,2,2.0,346
1024,2,2.0,211
1183,2,2.5,229
1906,3,2.8,627
1829,2,1.5,329
1166,1,1.8,387
2005,4,4.0,635
1045,2,2.5,391
1297,2,2.0,421
1926,3,2.8,458
2025,5,4.8,541
2064,6,5.0,650
1720,3,2.8,752
2090,4,3.5,562
2125,4,3.0,545
1574,3,2.2,501
2599,1,1.0,478
2044,4,4.0,678
1713,2,2.5,480
1644,2,2.5,187
1661,2,2.0,421
1146,2,2.5,310
1114,1,1.8,218
939,1,1.8,235
1824,3,2.8,339
1048,2,2.0,200
1331,2,1.5,312
1138,1,1.0,188
999,2,2.0,245
1176,1,1.0,335
1344,3,2.2,305
3769,7,5.2,1100
2105,4,4.0,993
1873,2,2.5,603
1182,1,1.0,156
1708,3,3.2,433
1666,3,2.2,330
1987,3,3.2,859
1336,2,2.5,440
2085,6,4.5,727
1237,2,2.0,555
2098,6,5.0,622
1614,2,2.5,375
1673,2,1.5,401
1962,3,3.2,555
1492,3,2.2,234
952,1,1.8,420
2017,5,4.2,833
1051,2,1.5,421
1228,3,3.2,470
1941,2,2.0,506
1999,3,2.2,763
2019,5,4.2,598
2044,5,3.8,729
1891,3,3.2,408
1903,2,2.0,466
1893,2,2.0,495
979,2,2.0,307
1108,1,1.0,163
1732,2,1.5,300
2146,4,3.5,665
2174,6,5.5,1068
1183,2,1.5,341
1110,2,2.5,202
1755,2,2.5,403
1956,2,2.0,246
1952,2,2.0,567
1367,3,2.8,333
1233,3,3.2,339
2011,6,5.5,702
1390,2,2.5,516
1693,3,2.8,515
1074,2,2.0,258
2054,5,3.8,423
1718,3,2.8,424
2155,4,4.0,511
1955,2,1.5,722
1121,2,1.5,304
1909,3,2.8,250
1320,2,1.5,380
1424,3,2.2,301
1912,3,2.2,398
2056,5,4.2,493
1684,2,2.5,394
1227,2,1.5,392
1487,2,1.5,476
1641,3,3.2,420
1080,2,2.0,437
1061,1,1.2,271
3429,7,6.2,964
1000,1,1.8,119
1832,2,2.5,396
1205,3,3.2,446
1548,2,2.0,434
1254,2,1.5,459
1444,3,3.2,289
1181,1,1.2,241
2137,4,4.0,647
1022,1,1.8,253
1117,1,1.0,353
1542,3,3.2,475
1984,3,2.8,396
902,1,1.0,317
2189,6,5.0,602
961,1,1.0,325
1823,2,2.5,439
1308,2,1.5,190
2162,6,5.5,687
989,2,2.0,405
2163,4,4.0,602
1548,2,1.5,345
1721,2,1.5,507
1550,2,2.5,669
1762,3,2.8,374
1268,2,1.5,304
1867,2,2.0,506
1902,2,2.5,540
1539,3,2.8,369
1842,3,2.2,632
1061,1,1.8,156
903,1,1.8,201
1891,2,2.5,233
1418,2,1.5,352
1337,3,3.2,370
1889,2,2.0,324
1776,2,2.5,636
1387,2,2.5,354
1353,3,2.8,545
1602,3,3.2,524
1204,3,2.2,311
1030,1,1.8,272
1892,3,2.8,588
1533,3,3.2,534
1109,1,1.0,252
1959,3,2.8,694
2197,5,4.8,627
1099,1,1.2,256
1797,2,1.5,269
1560,2,1.5,420
1344,3,2.2,385
1909,3,3.2,616
1446,3,2.2,507
1497,2,1.5,333
1393,3,2.8,352
2006,5,3.8,672
2036,6,5.0,985
2007,4,3.0,571
1533,3,3.2,378
1175,2,2.5,285
1037,2,2.0,249
1166,1,1.0,296
1578,3,2.8,457
1339,3,3.2,307
811,1,1.0,118
1383,2,2.5,239
1135,2,2.0,318
1262,2,2.0,429
1048,1,1.2,166
870,1,1.2,118
1134,1,1.8,277
1231,3,3.2,365
1117,2,2.5,196
1646,2,2.0,476
1870,3,2.8,441
1780,2,1.5,647
973,2,2.5,233
1638,2,2.0,378
1486,3,3.2,444
1577,3,3.2,508
1794,2,2.5,375
1814,2,2.0,332
1054,5,1.0,296
2057,5,4.2,871
1202,2,2.0,543
2022,6,5.5,743
1508,2,1.5,306
2101,5,4.2,712
2072,6,5.0,639
917,1,1.8,150
1402,2,1.5,380
2065,6,5.5,675
2088,5,4.8,359
1626,3,2.8,479
1112,2,2.5,246
1457,3,2.2,617
1596,3,3.2,475
1623,2,2.0,387
1105,2,2.0,162
2065,5,4.8,654
1898,3,3.2,435
972,2,2.5,355
2154,6,5.5,770
1909,2,2.0,350
1755,2,2.5,353
1194,1,1.8,186
2056,6,5.0,596
1719,3,2.8,467
1075,2,2.5,342
1671,3,3.2,276
2086,4,3.5,385
1639,2,2.0,303
1775,3,3.2,414
1061,1,1.8,181
1649,3,2.2,381
2110,4,4.0,516
1051,2,2.0,365
1374,3,2.8,626
1855,2,2.5,419
1585,3,3.2,484
1869,3,2.8,702
1389,3,2.2,438
1413,3,2.8,368
1626,3,2.2,271
1414,3,2.8,439
1448,2,2.0,299
950,2,1.5,250
1034,2,2.5,260
1371,3,3.2,353
3883,1,1.0,553
1402,3,2.8,317
2023,6,5.0,660
2835,1,1.2,827
1521,2,2.0,395
1654,2,1.5,369
982,2,2.5,429
1622,2,2.0,399
2179,5,3.8,467
1856,3,2.8,355
1064,2,2.0,344
1320,2,2.5,455
2076,6,5.5,664
1440,2,1.5,296
1386,3,2.2,414
1161,2,1.5,251
1882,3,2.8,504
2108,6,5.5,889
1225,2,2.5,382
1906,2,2.5,487
2072,5,4.2,626
1794,2,1.5,291
1917,3,2.2,317
1702,3,2.8,463
1741,3,2.8,457
2017,6,4.5,1183
1217,3,2.2,409
1011,2,1.5,217
1203,3,3.2,298
1020,2,1.5,271
2136,6,5.0,916
1665,2,1.5,426
2092,5,4.2,703
1922,3,2.2,405
1720,3,3.2,360
1801,3,2.8,536
1187,2,1.5,277
1240,3,2.2,411
2160,6,4.5,611
1064,1,1.2,197
1635,3,3.2,398
1739,3,2.8,561
1636,2,2.5,336
931,2,2.0,324
1129,1,1.8,163
1475,3,2.2,383
1179,2,1.5,193
1254,2,2.0,343
1777,2,1.5,379
2104,5,3.8,576
1959,3,2.8,570
1071,1,1.0,320
1891,2,2.0,366
1248,2,2.5,224
2091,6,5.5,858
2080,5,4.8,718
1647,3,2.2,344
1802,3,2.2,468
1188,1,1.2,239
2775,7,6.2,1199
2199,4,3.5,718
1852,2,2.5,451
1079,2,2.5,369
1883,3,2.8,696
1899,3,2.2,438
1963,3,3.2,585
1007,2,2.5,277
1143,2,2.0,423
1020,7,6.2,869
1614,3,2.2,345
1031,2,2.5,379
1646,3,2.8,471
3096,1,1.2,358
1059,1,1.8,341
1037,2,2.5,189
2027,6,5.5,837
980,2,1.5,534
2184,6,4.5,510
1712,2,2.5,494
1897,2,2.0,393
2102,6,4.5,502
1099,7,1.0,217
1528,2,2.5,468
1693,2,2.5,551
1875,2,2.5,350
2002,5,4.2,557
1652,2,1.5,500
1785,2,2.5,340
1716,2,2.5,195
1936,3,3.2,644
1826,3,2.2,521
1334,2,2.0,310
1201,3,3.2,453
1267,2,2.0,463
2041,5,3.8,553
1171,2,2.5,209
1937,3,3.2,756
1070,1,1.0,197
1306,3,2.2,309
1180,1,1.8,328
964,1,1.2,291
2042,6,5.0,942
1246,2,1.5,267
1928,2,2.0,325
1883,3,2.2,379
1142,2,2.0,184
1012,2,2.0,284
910,2,2.0,285
1608,2,2.5,627
1781,3,3.2,507
1404,3,3.2,456
3470,1,1.2,493
1616,3,3.2,401
1688,2,2.0,222
599,1,1.8,175
1533,2,2.0,553
2075,6,5.5,581
2703,1,1.8,709
1900,3,3.2,410
1282,2,2.0,343
1087,1,1.0,245
1380,3,2.2,544
1370,3,3.2,443
1354,2,2.5,395
1307,3,2.8,235
1357,3,2.8,601
1459,2,2.0,427
1205,2,2.5,344
1879,3,2.8,455
1959,3,2.2,526
829,1,1.8,372
1990,2,2.0,514
1337,2,2.5,371
1279,3,2.2,423
2073,4,3.0,508
1299,3,3.2,296
3489,5,3.8,513
2012,5,3.8,816
1578,3,3.2,636
1713,3,2.2,407
1994,2,2.0,306
915,6,5.5,651
1050,1,1.8,254
869,5,3.8,610
1671,3,2.8,375
2159,6,5.5,348
1351,3,3.2,315
2024,6,4.5,373
1205,2,1.5,258
1196,2,2.5,166
1104,1,1.2,313
1320,3,3.2,458
1173,1,1.8,270
1986,2,2.5,428
1198,2,1.5,256
1054,2,2.0,398
1969,3,2.2,323
1600,3,2.8,397
722,7,8.5,291
1708,2,2.5,415
2184,5,4.2,765
1735,3,2.2,438
1556,2,1.5,272
905,1,1.2,161
1799,2,2.5,342
1586,3,2.8,697
1204,3,2.2,482
1098,2,2.5,172
2075,6,5.0,830
1920,3,2.8,481
2032,6,5.0,788
1977,2,2.5,302
2146,4,3.0,558
906,1,1.0,140
1843,2,2.5,265
3700,1,1.0,470
1675,3,2.2,428
1181,1,1.0,227
1206,3,2.8,287
1223,2,2.5,327
2040,6,5.0,1078
1926,3,2.2,407
932,2,1.5,219
931,1,2.5,494
1408,3,3.2,277
966,2,2.5,304
1510,2,2.0,370
1246,3,2.2,504
1811,3,3.2,507
1540,3,2.8,320
1195,2,1.5,275
1359,2,2.5,255
1688,3,3.2,466
1634,2,2.5,295
2124,6,5.5,737
2619,7,5.8,1170
1862,3,3.2,581
1508,2,2.0,374
2148,4,3.0,444
956,2,2.5,317
1556,2,1.5,400
1090,1,1.0,223
1067,5,3.8,461
1282,3,2.8,405
942,2,1.5,305
1849,2,2.5,407
1640,3,3.2,653
1032,2,1.5,268
2054,4,3.0,456
1980,2,2.0,391
2923,1,2.5,549
2067,4,4.0,502
2069,6,5.0,430
1372,3,2.2,518
1353,3,2.8,387
1438,3,2.8,285
2180,4,4.0,676
1938,3,3.2,454
2187,5,4.2,455
1148,1,1.0,237
1451,3,2.2,272
2165,5,3.8,479
1916,2,2.5,461
1975,2,2.0,305
1443,3,2.8,467
2011,4,4.0,385
1986,3,2.8,395
1818,2,2.0,619
1754,2,2.5,619
1663,2,2.0,422
1140,2,1.5,368
2035,5,4.2,656
1201,3,2.2,293
1180,1,1.0,279
2182,6,5.0,944
1541,3,2.2,493
1297,2,2.5,320
1980,3,2.8,355
1891,3,2.8,633
1546,2,2.5,436
1770,3,3.2,427
1016,1,1.2,241
1455,2,1.5,315
1986,2,2.0,533
1449,2,2.5,381
1068,2,2.5,445
1754,3,3.2,861
1493,3,2.8,426
1006,1,1.8,223
2045,6,5.5,1075
1751,2,1.5,357
931,1,1.0,172
1438,3,2.8,354
1404,2,1.5,414
1846,3,3.2,393
1267,3,2.2,279
1966,2,2.5,379
1607,3,3.2,413
1916,2,1.5,346
2113,6,5.0,602
2000,5,4.2,1105
955,1,1.2,260
1597,2,1.5,477
1747,3,2.2,505
1014,1,1.0,124
1836,3,2.8,391
1724,3,2.8,224
1308,3,2.2,282
1938,3,2.8,721
1149,1,1.2,207
1179,2,2.0,249
1097,1,1.8,128
1484,3,3.2,334
988,1,1.2,210
1497,2,2.5,275
1803,3,2.2,411
1198,2,2.0,361
1438,3,2.2,287
951,1,1.0,346
1375,3,2.2,395
987,2,1.5,221
2686,1,1.2,464
1519,2,2.0,372
2141,6,5.0,688
1366,3,2.2,350
2130,6,4.5,686
1724,3,3.2,724
1791,3,2.2,425
1881,3,3.2,403
2051,4,3.0,523
1158,2,1.5,252
1608,2,1.5,458
1615,3,2.2,537
1617,3,3.2,638
1875,2,2.0,444
1037,2,2.5,371
1601,3,2.2,394
2150,6,5.0,632
2162,6,4.5,658
1558,2,2.0,301
1496,3,2.8,337
1804,3,3.2,482
1260,3,2.8,382
1203,3,2.8,418
1174,2,1.5,437
1165,1,1.8,349
1566,2,1.5,467
2038,6,5.0,592
1306,2,2.0,348
1093,1,1.0,231
1899,2,1.5,645
1217,3,2.8,281
2032,6,4.5,1304
1767,2,1.5,479
2697,6,7.5,1403
1412,3,2.2,330
1248,2,2.5,200
1502,3,2.8,521
642,1,1.0,95
2103,5,4.2,861
1558,2,2.0,373
1239,3,3.2,480
1519,3,2.2,545
1044,2,2.5,256
2083,6,5.5,852
1210,2,2.5,291
1128,1,1.8,333
2051,5,4.2,827
2698,7,5.2,2300
1805,2,1.5,291
929,1,1.0,277
2039,4,3.0,490
1890,2,2.0,239
2158,4,3.5,660
1615,2,2.5,489
1315,2,1.5,289
1326,2,2.0,477
1275,3,2.2,502
1498,3,2.2,222
1089,2,2.0,438
1460,3,3.2,547
2026,6,5.5,973
1980,2,2.0,315
2029,6,5.0,639
966,1,1.8,236
1465,2,1.5,334
1481,3,2.2,286
1277,3,3.2,366
961,1,1.0,258
1952,2,2.5,376
1017,5,4.2,223
976,1,1.8,236
2111,4,3.5,676
1766,3,3.2,431
993,1,1.0,266
1308,3,2.8,261
1555,3,3.2,511
1654,3,3.2,320
1192,2,1.5,201
1550,3,2.8,408
966,1,1.2,293
1408,3,3.2,334
1520,2,1.5,243
1275,2,2.0,288
1605,3,2.8,439
1485,2,1.5,191
1077,2,2.5,337
1290,3,2.8,311
1225,3,2.2,456
1803,2,2.5,488
2184,5,4.2,676
1458,2,1.5,264
2186,4,3.5,723
1768,3,3.2,400
1024,1,1.0,235
1913,3,2.2,316
1453,3,3.2,430
1973,2,1.5,387
1242,2,2.5,468
1719,3,3.2,539
1341,2,2.0,252
971,2,1.5,356
968,2,2.0,218
2082,4,3.0,658
2164,5,3.8,421
1288,3,3.2,482
2128,6,5.0,560
936,2,1.5,288
1155,2,1.5,190
1959,2,1.5,474
1733,3,2.2,503
1183,2,2.5,329
911,1,1.8,232
2123,4,3.0,767
1002,1,1.0,293
1756,3,2.2,396
952,1,1.2,185
1436,2,2.0,269
3374,1,1.2,445
1881,2,2.0,443
1001,1,1.8,187
1156,2,1.5,217
1434,3,2.8,436
1348,3,2.8,591
946,1,1.0,179
908,1,1.2,238
1452,3,2.2,609
1126,1,1.0,209
1518,2,2.5,529
1193,2,2.0,389
1570,3,3.2,451
2157,5,4.2,798
1428,2,1.5,371
1177,1,1.8,313
2012,5,4.2,440
1121,1,1.0,257
1496,2,2.5,226
1987,2,2.0,342
1633,3,2.8,452
1330,3,2.2,429
1387,2,2.0,336
1254,2,1.5,184
2034,6,5.0,844
2889,5,6.5,436
1857,2,2.5,379
2097,5,3.8,745
2028,4,3.0,810
1736,3,2.8,608
1646,3,2.2,484
1908,2,2.0,321
1595,2,2.5,184
1483,3,2.2,501
1336,3,3.2,289
1003,1,1.8,224
1086,1,1.0,206
2151,6,5.5,783
2099,5,4.8,870
968,1,1.8,200
1656,3,2.8,276
1625,2,1.5,324
1809,2,2.0,416
1908,2,1.5,286
939,1,1.8,192
1907,2,2.0,270
2590,1,1.8,731
1602,3,2.8,539
1751,2,2.0,362
1553,2,1.5,346
1460,2,2.5,201
1943,3,3.2,354
1850,2,2.0,319
2043,4,3.5,938
1072,1,1.8,374
1153,1,1.8,213
1565,2,2.0,331
1965,3,2.8,483
1904,2,1.5,410
1724,2,2.5,448
1218,3,2.8,333
1979,2,1.5,444
1609,3,2.2,434
2164,6,4.5,579
966,1,1.8,291
1899,3,2.8,563
3702,6,7.5,482
1663,2,1.5,275
1141,2,2.5,299
1690,2,1.5,618
1176,2,2.5,212
1722,2,1.5,374
1393,2,2.0,249
2008,6,4.5,639
1556,2,2.0,321
1540,2,2.0,463
1269,3,3.2,438
1038,1,1.2,96
2082,5,4.2,715
1212,2,2.5,234
1063,1,1.8,227
1493,3,2.8,490
1216,2,1.5,234
2192,4,3.0,754
1671,2,1.5,295
3492,6,5.5,708
2007,6,5.0,556
1163,2,2.5,359
1340,2,1.5,313
2055,4,3.0,815
1218,3,2.2,423
1380,3,2.8,417
1632,3,3.2,688
1506,3,2.8,473
1745,3,2.2,511
2016,6,4.5,796
2001,5,3.8,796
2097,4,3.5,584
1164,2,2.0,497
1172,2,1.5,343
1894,3,2.2,492
1517,2,2.0,275
925,1,1.8,194
1244,2,2.0,344
1998,2,2.0,766
1227,3,3.2,343
2049,4,4.0,528
968,2,2.5,186
1392,3,2.8,390
953,1,1.0,266
935,2,1.5,193
1218,2,2.5,310
1553,3,3.2,612
977,2,2.5,240
1290,2,1.5,304
1320,2,1.5,444
1058,1,1.8,181
1043,1,1.0,150
1739,2,1.5,525
1031,2,2.0,316
1754,2,1.5,349
1289,2,2.5,200
1077,7,5.8,441
1204,3,3.2,262
1149,2,2.0,225
1028,1,1.2,264
519,1,1.8,136
1381,3,3.2,476
1028,7,8.5,539
1395,2,2.0,449
1416,2,2.0,466
2036,4,4.0,512
1162,1,1.8,193
2009,5,3.8,536
1394,3,2.8,248
1659,2,2.0,538
1628,2,2.0,210
1297,2,1.5,297
1562,2,1.5,417
1593,2,2.0,422
1615,3,2.2,586
1725,3,3.2,517
1001,1,1.2,178
1059,2,2.0,342
1378,3,2.8,259
1054,2,2.0,210
1578,2,2.5,527
1762,2,2.5,614
2034,5,4.8,572
1064,2,1.5,431
1214,3,2.8,419
975,2,2.5,378
1077,2,1.5,401
988,2,1.5,297
2130,4,3.0,756
1515,2,1.5,428
1081,2,2.0,379
1230,2,2.0,508
1511,3,3.2,395
1674,3,2.2,304
1428,2,2.0,263
1195,1,1.8,140
1089,2,1.5,224
2131,5,3.8,724
999,2,2.0,492
990,2,1.5,195
1430,3,2.8,299
1308,2,2.5,177
1164,2,2.0,447
1657,2,2.0,245
1471,2,2.5,213
1132,2,1.5,271
1560,3,3.2,265
2022,5,3.8,696
1891,3,3.2,570
921,2,1.5,289
1591,3,2.2,492
1054,2,1.5,233
2115,5,4.8,676
1085,1,1.0,279
2198,6,5.0,972
1057,2,2.5,228
2161,6,4.5,850
1815,2,2.0,562
1158,2,2.5,321
1883,2,2.5,434
2168,5,4.8,725
1490,3,2.8,348
1881,3,2.8,414
1627,3,2.2,328
938,2,2.0,390
1545,3,3.2,461
2023,5,3.8,413
2193,5,4.8,550
2021,6,5.5,903
2098,4,4.0,738
902,2,2.5,281
1063,1,1.2,370
1647,2,1.5,277
1573,3,2.2,395
1989,2,1.5,523
2198,6,5.5,521
1117,2,1.5,379
1769,2,2.0,537
2170,4,4.0,497
2077,5,4.8,603
1793,2,2.5,588
1578,2,1.5,432
1438,3,2.2,195
2131,6,5.0,687
1678,2,2.5,670
1441,2,2.0,279
1637,3,2.2,311
1640,2,2.5,332
1786,3,2.2,575
2144,4,3.5,580
1692,2,2.5,643
1385,3,3.2,384
1081,1,1.0,232
1216,2,1.5,284
2131,4,3.5,508
1205,3,3.2,393
1860,3,2.2,459
1190,2,2.5,301
1221,3,3.2,378
2101,5,4.8,940
896,1,1.0,123
1996,3,2.8,471
1320,2,1.5,455
1126,1,1.8,326
1176,2,1.5,389
932,1,1.0,462
1106,1,1.8,377
1878,3,2.8,283
1324,2,2.0,402
2199,6,4.5,675
1871,3,3.2,610
1929,3,3.2,658
2123,5,4.8,585
1190,1,1.2,188
1103,1,1.8,234
1540,2,2.0,411
1366,2,1.5,296
1691,2,2.5,206
1675,3,3.2,298
981,2,2.0,281
1782,3,2.2,635
2059,5,4.2,877
1413,2,1.5,393
1306,3,2.2,261
1629,3,2.8,481
875,1,1.2,221
1184,2,1.5,171
1900,3,2.8,336
1473,3,3.2,424
2073,6,4.5,543
2052,5,4.8,868
1539,3,2.2,628
993,2,2.5,448
1629,3,3.2,627
1038,2,2.5,355
1225,3,3.2,398
938,2,2.0,254
1552,3,2.2,493
2155,6,5.0,861
1704,2,1.5,283
1394,2,2.0,384
1747,2,2.0,222
1950,3,2.8,501
1472,3,2.8,306
1000,2,2.0,375
1131,2,2.0,298
1573,3,3.2,466
973,1,1.8,333
1506,3,2.8,704
1200,3,3.2,292
1599,2,2.0,267
1792,3,3.2,572
2144,4,3.5,450
1225,3,2.8,358
1279,2,2.0,391
2148,4,4.0,453
1977,3,3.2,449
1629,2,2.5,377
1645,3,2.2,410
1235,2,1.5,361
1462,3,3.2,441
2054,6,5.5,581
2109,4,4.0,438
1236,3,2.8,508
1916,2,1.5,346
945,2,2.5,365
1753,2,2.5,396
1678,2,1.5,628
1677,2,2.0,281
1418,3,2.2,708
1271,2,2.5,428
1116,1,1.2,233
1071,1,1.8,312
1094,2,2.0,450
2153,5,4.2,718
1891,3,3.2,366
2017,6,4.5,545
1728,3,2.8,318
2021,4,3.0,789
1012,2,2.5,301
1282,3,2.8,268
1138,2,2.0,437
2128,4,3.5,782
1340,2,2.0,431
1596,3,2.2,436
1220,2,1.5,291
1006,1,1.8,231
1980,3,3.2,392
2062,6,5.5,1050
1798,2,2.5,572
1385,3,2.8,571
1304,2,2.5,230
1942,3,2.2,358
1063,1,1.2,165
1748,2,2.5,446
1200,3,3.2,310
1208,2,1.5,236
1434,2,2.5,393
1336,3,2.2,326
1461,2,2.5,360
1317,2,2.5,346
2084,6,5.5,671
1436,3,2.2,462
1088,2,1.5,208
1182,1,1.2,245
1872,2,1.5,577
2177,6,4.5,900
1319,3,3.2,522
1549,3,2.8,267
2184,5,3.8,526
1070,1,1.2,167
1948,2,2.5,541
1956,2,1.5,765
1406,2,1.5,298
1471,2,2.5,323
1114,2,1.5,340
1373,3,2.2,468
1405,3,2.8,481
1554,3,3.2,427
1997,2,2.5,480
1891,2,2.0,395
1414,3,3.2,289
1518,3,3.2,412
1220,3,2.8,452
1030,1,1.0,231
1663,3,3.2,791
1997,3,3.2,528
2059,5,3.8,551
533,5,6.5,266
2133,4,3.0,818
1859,2,1.5,476
3374,1,2.5,933
1771,2,2.0,519
1704,2,1.5,487
1950,2,2.5,490
1619,3,2.8,502
1365,3,3.2,373
1439,2,2.5,463
1122,2,1.5,231
1097,2,1.5,141
1186,1,1.0,157
1859,2,2.0,252
1153,2,2.5,274
1688,3,2.8,399
930,6,4.5,436
832,1,2.5,231
1299,2,1.5,306
997,1,1.8,267
1381,2,2.5,413
1917,3,2.2,456
1722,3,2.8,429
1081,1,1.8,179
1957,2,2.5,399
3637,1,1.8,615
1589,2,1.5,227
938,1,1.8,232
2139,4,3.0,623
2162,4,3.5,426
1651,3,2.2,506
1559,2,2.0,373
1820,3,2.8,576
1436,2,2.5,319
1476,3,3.2,431
1288,2,1.5,451
1889,2,2.5,585
2199,4,3.5,747
1996,3,3.2,876
1397,2,2.5,269
1288,2,2.0,342
1888,3,2.8,417
1984,2,2.5,523
1256,2,2.0,313
1012,1,1.0,172
1357,3,3.2,263
1634,3,2.2,442
1655,3,2.2,447
1305,2,2.5,287
1155,1,1.8,412
1995,2,1.5,257
1047,1,1.0,304
2196,4,4.0,681
1083,2,1.5,255
2147,6,5.0,483
1990,3,2.2,611
1415,3,2.8,295
987,2,1.5,266
1789,2,1.5,544
1296,3,2.8,424
1028,1,1.2,152
1371,2,1.5,298
2145,4,3.5,653
1470,3,2.2,626
1942,3,2.8,663
1074,1,1.8,258
1507,2,1.5,378
1740,2,2.0,358
2130,6,4.5,485
1414,2,2.0,322
966,2,2.5,292
1838,3,3.2,289
1074,1,1.8,172
2072,4,3.0,541
1414,3,2.2,370
1409,3,3.2,495
3920,1,1.8,646
2737,1,1.0,392
988,1,1.8,202
1240,2,2.5,364
1277,3,2.8,400
1888,2,2.5,315
1667,2,2.5,402
917,1,1.8,255
939,1,1.8,134
1716,3,3.2,589
1803,3,2.8,434
982,1,1.8,206
1976,3,3.2,925
1457,3,2.2,498
2130,6,4.5,800
1349,3,2.8,473
1354,2,1.5,162
1159,1,1.8,323
2050,4,3.0,503
2018,5,3.8,762
1207,3,2.8,333
1529,3,2.8,329
1195,2,2.5,469
1756,3,2.8,729
1309,3,2.8,410
1881,2,2.0,280
1666,2,1.5,497
1147,1,1.0,180
1627,3,2.2,292
3818,1,2.5,404
1127,2,2.5,279
2048,6,4.5,778
930,1,1.2,122
2158,4,3.5,496
1069,2,2.0,276
939,1,1.2,160
1461,3,2.2,358
1849,3,2.8,476
1846,3,3.2,506
1391,3,2.2,525
1063,2,2.0,314
1872,3,2.8,628
1006,2,2.5,294
1503,3,2.8,514
913,1,1.8,213
2008,6,5.5,742
1866,2,2.5,519
1047,2,1.5,317
1783,3,2.2,466
1413,2,2.5,259
1474,2,1.5,276
1125,1,1.8,378
1495,3,2.2,370
1766,3,2.8,333
1189,1,1.8,272
1449,2,2.5,294
1298,3,2.2,274
1061,7,5.2,492
1142,1,1.8,243
1029,1,1.8,326
1919,3,3.2,737
2832,7,5.2,1692
973,1,1.8,187
2118,4,4.0,789
1798,2,2.5,405
952,1,1.8,158
1688,3,2.2,339
2020,4,3.0,569
1865,3,2.8,449
1956,2,1.5,453
1620,3,3.2,297
2020,5,4.2,490
1637,2,2.0,247
1631,3,2.8,456
1127,1,1.2,258
929,2,1.5,214
1221,2,2.0,257
1699,2,2.0,383
914,1,1.0,198
1293,3,3.2,506
1177,1,1.0,237
679,1,1.0,159
922,1,1.8,352
1999,2,2.0,293
1410,2,1.5,157
1246,3,2.8,235
1172,1,1.8,249
1761,3,3.2,433
1811,2,2.0,246
1775,3,3.2,413
1557,3,2.8,430
2012,4,4.0,665
2105,5,4.8,398
1010,1,1.0,117
714,1,1.2,159
1975,2,2.5,479
1106,2,2.0,329
1370,2,2.5,210
1885,2,2.0,523
1024,2,2.0,216
2125,6,5.5,830
809,1,1.0,158
2194,6,5.5,961
1156,1,1.8,170
1572,2,2.0,388
1371,2,2.0,293
1820,3,2.2,554
1238,2,2.0,375
1682,2,2.0,399
1731,2,1.5,284
1266,3,2.2,292
2075,4,3.5,756
1392,3,3.2,435
945,1,1.2,217
1393,2,1.5,327
1252,2,2.5,526
1718,3,2.2,428
1226,2,2.5,323
1580,2,2.0,428
1244,2,2.0,242
584,6,1.0,402
1496,3,2.2,469
2157,6,5.0,440
1686,3,3.2,549
2114,6,4.5,815
1981,3,3.2,458
1588,2,1.5,283
1241,3,2.8,583
1893,3,2.8,267
1866,3,3.2,319
1512,2,2.5,383
1813,3,2.8,605
1042,2,2.5,257
978,1,1.2,297
2024,5,4.8,474
1171,2,2.5,515
1287,2,1.5,269
1732,3,2.2,489
1978,2,2.0,361
1816,3,3.2,495
1161,1,1.8,350
1188,1,1.8,337
1313,3,2.2,347
1801,2,1.5,252
1256,3,2.8,495
1418,2,2.5,509
1734,3,2.8,326
1776,3,2.2,613
1348,3,2.8,339
2058,5,4.2,827
1905,2,2.0,355
2001,6,5.5,518
3646,6,5.5,667
1595,3,2.8,377
1795,3,3.2,571
1581,2,2.5,389
1636,3,2.2,388
942,2,1.5,281
1914,3,2.8,501
1500,3,2.8,669
1640,2,1.5,348
1472,3,2.8,224
1383,3,2.2,421
1610,2,2.0,460
782,5,4.8,737
1310,2,2.5,256
1724,2,2.5,467
1110,1,1.0,236
